,Filename,Label
0,happy_31629.jpg,Happy
1,happy_2123.jpg,Happy
2,fear_29712.jpg,Sad
3,neutral_neutral_33955.jpg,Neutral
4,happy_17188.jpg,Happy
5,angry_16292.jpg,Angry
6,sad_sad_15243.jpg,Sad
7,happy_15947.jpg,Happy
8,neutral_neutral_16525.jpg,Neutral
9,sad_sad_11025.jpg,Sad
10,fear_25128.jpg,Sad
11,happy_22133.jpg,Happy
12,surprise_18854.jpg,Happy
13,sad_sad_6866.jpg,Sad
14,neutral_neutral_286.jpg,Neutral
15,neutral_neutral_7946.jpg,Neutral
16,happy_33980.jpg,Happy
17,neutral_neutral_6480.jpg,Neutral
18,fear_15955.jpg,Sad
19,sad_sad_21680.jpg,Sad
20,angry_32442.jpg,Angry
21,fear_7873.jpg,Sad
22,neutral_neutral_26380.jpg,Neutral
23,fear_14493.jpg,Sad
24,happy_24224.jpg,Happy
25,angry_26437.jpg,Angry
26,surprise_34400.jpg,Happy
27,happy_2645.jpg,Happy
28,neutral_neutral_25851.jpg,Neutral
29,surprise_8208.jpg,Happy
30,angry_27729.jpg,Angry
31,sad_sad_23097.jpg,Sad
32,happy_27739.jpg,Happy
33,happy_30245.jpg,Happy
34,angry_3970.jpg,Angry
35,happy_21348.jpg,Happy
36,fear_26353.jpg,Sad
37,surprise_4426.jpg,Happy
38,happy_6437.jpg,Happy
39,surprise_26010.jpg,Happy
40,surprise_29323.jpg,Happy
41,neutral_neutral_16257.jpg,Neutral
42,fear_12948.jpg,Sad
43,angry_9285.jpg,Angry
44,sad_sad_11031.jpg,Sad
45,surprise_28983.jpg,Happy
46,sad_sad_14149.jpg,Sad
47,happy_2137.jpg,Happy
48,angry_20734.jpg,Angry
49,happy_3229.jpg,Happy
50,neutral_neutral_15038.jpg,Neutral
51,angry_16286.jpg,Angry
52,happy_4546.jpg,Happy
53,happy_8354.jpg,Happy
54,sad_sad_16776.jpg,Sad
55,happy_143.jpg,Happy
56,surprise_28773.jpg,Happy
57,angry_23215.jpg,Angry
58,happy_6379.jpg,Happy
59,sad_sad_32818.jpg,Sad
60,sad_sad_14161.jpg,Sad
61,surprise_22538.jpg,Happy
62,happy_21406.jpg,Happy
63,surprise_9894.jpg,Happy
64,sad_sad_23915.jpg,Sad
65,happy_20718.jpg,Happy
66,sad_sad_3922.jpg,Sad
67,angry_31611.jpg,Angry
68,surprise_23626.jpg,Happy
69,surprise_6219.jpg,Happy
70,sad_sad_2382.jpg,Sad
71,fear_5080.jpg,Sad
72,fear_28356.jpg,Sad
73,neutral_neutral_14468.jpg,Neutral
74,angry_27715.jpg,Angry
75,neutral_neutral_18252.jpg,Neutral
76,sad_sad_10461.jpg,Sad
77,neutral_neutral_8491.jpg,Neutral
